,vx,vy,heading,x,y,ax,ay
226,7.892456,-0.045916427,-0.6666704274710218,307.31018,190.765,1.4130267,-0.031179711
227,9.0651245,-0.105482854,-0.33332957252898093,316.3753,190.65952,1.172638,-0.059564903
228,10.237326,-0.17869318,0.0,326.61264,190.48082,0.98596454,-0.053359166
229,10.664113,-0.18614277,0.0,337.27676,190.29468,0.6131408,-0.023889778
230,11.0909,-0.19359237,0.0,348.36768,190.10109,0.4267869,-0.0074495934
231,11.517686,-0.20104195,0.0,359.88538,189.90005,0.34695196,0.010855436
232,11.625135,-0.13527144,-0.33332957252898093,371.5105,189.76479,0.18718839,0.047776923
233,11.732204,-0.06825518,-0.6666704274710218,383.2427,189.69653,0.10706687,0.06701455
234,11.838884,1.4511716e-09,-1.000000000000003,395.0816,189.69653,0.10667682,0.033508126
235,11.945163,-0.06949411,-0.6666704274710218,407.02676,189.62704,0.10627651,-0.035366535
236,12.051032,-0.14022721,-0.33332957252898093,419.0778,189.48682,0.10586524,-0.0707313
237,12.156476,-0.21219207,0.0,431.23425,189.27463,0.079312086,-0.046088263
238,12.156967,-0.1818823,-0.14285270233822894,443.39124,189.09274,0.02671051,0.0047416314
239,12.157383,-0.15157045,-0.2857098451291176,455.5486,188.94118,0.00041604042,0.030311696
240,12.157724,-0.12125714,-0.42856965232411093,467.70633,188.81992,0.00034070015,0.030313194
241,12.157989,-0.090942845,-0.5714303476758917,479.86432,188.72897,0.0002644062,0.030314144
242,12.158176,-0.06062818,-0.714290154870885,492.0225,188.66835,0.0001885891,0.030314522
243,12.158291,-0.030313719,-0.8571472976617738,504.1808,188.63803,0.000113487244,0.030314326
244,12.158328,6.501093e-10,-1.000000000000003,516.3391,188.63803,0.12018633,0.022735475
245,12.638885,-8.329195e-10,-1.000000000000003,528.97797,188.63803,0.3604262,0.007578429
246,13.119439,-5.731984e-10,-1.000000000000003,542.0974,188.63803,0.41360068,-0.019390855
247,13.332176,-0.07756342,-0.6666704274710218,555.42957,188.56047,0.27957535,-0.05879206
248,13.544449,-0.15760481,-0.33332957252898093,568.974,188.40286,0.21226645,-0.08003932
249,13.756232,-0.24011591,0.0,582.7302,188.16275,0.13234353,-0.06080131
250,13.649767,-0.23825756,0.0,596.38,187.9245,-0.026902914,-0.019234013
251,13.543303,-0.23639922,0.0,609.9233,187.6881,-0.10646486,0.0018583499
252,13.436837,-0.23454085,0.0,623.3601,187.45355,-0.10646486,0.0018583536
253,13.330373,-0.23268251,0.0,636.6905,187.22087,-0.1064651,0.0018583573
254,13.2239065,-0.23082413,0.0,649.91437,186.99005,-0.10646558,0.0018583648
255,13.117441,-0.22896577,0.0,663.0318,186.76108,-0.079571724,0.020472966
256,13.118551,-0.152649,-0.33332957252898093,676.1503,186.60843,-0.025894642,0.057704102
257,13.119218,-0.07632449,-0.6666704274710218,689.26953,186.5321,0.0006661415,0.07632257
258,13.119439,-5.731984e-10,-1.000000000000003,702.389,186.5321,0.02684164,0.038007386
259,13.225697,-0.07694396,-0.6666704274710218,715.6147,186.45515,0.079634905,-0.038936593
260,13.3315,-0.1551269,-0.33332957252898093,728.94617,186.30003,0.10580039,-0.07818095
261,13.436837,-0.23454085,0.0,742.383,186.06549,0.10573578,-0.0597173
262,13.543303,-0.23639922,0.0,755.9263,185.82909,0.10618305,-0.021247257
263,13.649767,-0.23825756,0.0,769.57605,185.59084,0.10646486,-0.0018583499
264,13.756232,-0.24011591,0.0,783.3323,185.35072,0.15992928,-0.0027915724
265,14.076554,-0.24570715,0.0,797.4088,185.10501,0.26685786,-0.004658021
266,14.396876,-0.2512984,0.0,811.80566,184.85371,0.3203218,-0.0055912435
267,14.717197,-0.25688964,0.0,826.5229,184.59682,0.24073935,0.03861862
268,14.719191,-0.08564143,-0.6666365779404111,841.24207,184.51117,0.08107686,0.12704703
269,14.719191,0.08564148,-1.3333634220595805,855.96124,184.59682,2.3841858e-07,0.17126554
270,14.717198,0.2568896,-1.9999999999999918,870.67847,184.85371,-0.13400936,0.105487175
271,14.185145,0.16505915,-1.6666666666667127,884.8636,185.01877,-0.3996756,-0.024510931
272,13.652541,0.07942821,-1.3333333333333324,898.5161,185.09819,-0.53259087,-0.085630134
273,13.119439,-5.731984e-10,-1.000000000000003,911.63556,185.09819,-0.50662947,-0.09804058
274,12.69173,-0.14767495,-0.3333634220595879,924.3273,184.95052,-0.4544592,-0.12813011
275,12.262414,-0.2854173,0.3333634220595852,936.58966,184.6651,-0.4292705,-0.13772836
276,11.831673,-0.41317108,1.0,948.4213,184.25192,-0.37536693,-0.07955387
277,11.621003,-0.33813664,0.666666666666667,960.04236,183.91379,-0.26580405,0.023721024
278,11.409867,-0.26556763,0.33333333333333337,971.4522,183.64822,-0.21112967,0.07256831
279,11.19829,-0.19546686,0.0,982.6505,183.45276,-0.1785233,0.065671876
280,11.118487,-0.1455499,-0.24999524026219833,993.769,183.3072,-0.11280131,0.054788347
281,11.038465,-0.09633121,-0.5000000000000016,1004.80743,183.21088,-0.08002186,0.04921797
282,10.958225,-0.04781367,-0.7500047597378044,1015.7657,183.16306,-0.080238104,0.04851686
283,10.877774,-8.110206e-10,-1.000000000000003,1026.6434,183.16306,-0.060331345,0.020215407
284,10.87759,-0.06328325,-0.6666704274710218,1037.521,183.09978,-0.020342827,-0.03550902
285,10.877038,-0.1265665,-0.33332957252898093,1048.3981,182.9732,-0.00055217743,-0.06328164
286,10.876118,-0.18984333,0.0,1059.2742,182.78336,-0.34735417,-0.055213667
287,9.489094,-0.22086109,0.3333333333333333,1068.7633,182.5625,-1.0404844,-0.035049748
288,8.102124,-0.23574772,0.6666666666666669,1076.8655,182.32675,-1.3869346,-0.014887109
289,6.7153487,-0.23450513,1.0,1083.5808,182.09224,-1.3600738,0.008072317
290,5.435574,-0.18981442,1.0,1089.0164,181.90242,-1.3065251,0.03382869
291,4.1557984,-0.14512368,1.0,1093.1721,181.7573,-1.2797751,0.044690732
292,2.8760235,-0.10043295,1.0,1096.0481,181.65686,-0.53372306,0.011966459
293,4.5804567,-0.18663931,1.3333333333333333,1100.6285,181.47021,0.9581403,-0.05844032
294,6.2839265,-0.2926786,1.666666666666666,1106.9125,181.17754,1.7034266,-0.106037125
295,7.98626,-0.41854215,2.0,1114.8987,180.75899,1.4913652,-0.07489317
296,8.843584,-0.36034843,1.3333333333333335,1123.7423,180.39864,1.0684793,0.017154008
297,9.70052,-0.28225628,0.666666666666667,1133.4429,180.11638,0.8568491,0.07809152
298,10.556721,-0.18426824,0.0,1143.9996,179.93211,0.655766,0.07600051
299,10.610447,-0.15433444,-0.1666619657328271,1154.6101,179.77779,0.25432396,0.047025368
300,10.664089,-0.1240886,-0.33332957252898093,1165.2742,179.6537,0.05364108,0.030245658
301,10.717643,-0.093531445,-0.5000000000000016,1175.9918,179.56017,0.053554058,0.030556962
302,10.77111,-0.06266375,-0.6666704274710218,1186.763,179.4975,0.05346608,0.030867489
303,10.824487,-0.03148634,-0.8333380342671756,1197.5874,179.46602,0.05337715,0.031177213
